Index,Chemical,Count,
Apr-08,Zinc,9,
Apr-08,Total nitrogen,9,
Apr-08,Nitrites,9,
Apr-08,Anionic active surfactants,9,
Apr-08,Total coliforms,9,
Apr-08,"p,p-DDT",9,
Apr-08,Chromium,9,
Apr-08,Cadmium,9,
Apr-08,Sodium,9,
Apr-08,Cyanides,9,
Apr-08,Lead,9,
Apr-08,gamma-Hexachlorocyclohexane,9,
Apr-08,Calcium,9,
Apr-08,Chlorides,9,
Apr-08,Sulfides,9,
Apr-08,Total phosphorus,9,
Apr-08,Copper,9,
Apr-08,Orthophosphate-phosphorus,9,
Apr-08,Iron,9,
Apr-08,Chemical Oxygen Demand (Cr),9,
Apr-08,Tetrachloromethane,9,
Apr-08,Oxygen saturation,9,
Apr-08,Total hardness,9,
Apr-08,Mercury,9,
Apr-08,Potassium,9,
Apr-08,Nitrates,9,
Apr-08,Bicarbonates,9,
Apr-08,Barium,9,
Apr-08,Atrazine,9,
Apr-08,Total dissolved salts,9,
Apr-08,Biochemical Oxygen,9,
Apr-08,Fecal streptococci ,9,
Apr-08,Magnesium,9,
Apr-08,Sulphates,9,
Apr-08,Water temperature,9,
Apr-08,Ammonium,9,
Apr-08,Dissolved oxygen,9,
May-08,Fecal coliforms,14,
May-08,Naphthalene,1,
May-08,Sulfides,20,
May-08,Pyrene,1,
May-08,Barium,2,
May-08,Copper,5,
May-08,Anionic active surfactants,17,
May-08,Sulphates,17,
May-08,"1,2,3-Trichlorobenzene",1,
May-08,Orthophosphate-phosphorus,20,
May-08,gamma-Hexachlorocyclohexane,9,
May-08,Chromium,5,
May-08,Aldrin,9,
May-08,Total hardness,20,
May-08,PCB 153,1,
May-08,Benzo(a)anthracene,1,
May-08,Fluoranthene,1,
May-08,Chlorides,17,
May-08,Anthracene,1,
May-08,Iron,5,
May-08,Benzo(b)fluoranthene,1,
May-08,Mercury,5,
May-08,Endrin,1,
May-08,Oxygen saturation,20,
May-08,Atrazine,14,
May-08,Pentachlorobenzene,1,
May-08,PCB 138,1,
May-08,Dissolved oxygen,20,
May-08,Macrozoobenthos,3,
May-08,Total phosphorus,20,
May-08,Nickel,5,
May-08,Total nitrogen,16,
May-08,Acenaphthylene,1,
May-08,Silica (SiO2),17,
May-08,Nitrites,20,
May-08,AOX,8,
May-08,Aluminium,9,
May-08,Potassium,17,
May-08,Phenanthrene,1,
May-08,Ammonium,20,
May-08,Total organic carbon,8,
May-08,Carbonates,4,
May-08,Chemical Oxygen Demand (Mn),20,
May-08,Sodium,17,
May-08,Fecal streptococci ,14,
May-08,Petroleum hydrocarbons,14,
May-08,Acenaphthene,1,
May-08,Magnesium,20,
May-08,Lead,5,
May-08,Cadmium,5,
May-08,Benzo(a)pyrene,1,
May-08,Chemical Oxygen Demand (Cr),20,
May-08,PCB 180,1,
May-08,Hexachlorobenzene,1,
May-08,Selenium,3,
May-08,Isodrin,1,
May-08,Manganese,17,
May-08,Biochemical Oxygen,20,
May-08,"p,p-DDT",14,
May-08,Cyanides,13,
May-08,Arsenic,5,
May-08,PCB 101,1,
May-08,Zinc,5,
May-08,Tetrachloromethane,17,
May-08,Nitrates,20,
May-08,Water temperature,20,
May-08,Total coliforms,14,
May-08,Calcium,20,
May-08,"1,2,4-Trichlorobenzene",1,
May-08,Total dissolved salts,20,
May-08,Chrysene,1,
May-08,Bicarbonates,17,
May-08,Benzo(k)fluoranthene,1,
Jun-08,Potassium,12,
Jun-08,"1,2,3-Trichlorobenzene",4,
Jun-08,Tetrachloromethane,13,
Jun-08,Nickel,5,
Jun-08,Arsenic,5,
Jun-08,Pyrene,4,
Jun-08,Copper,5,
Jun-08,Acenaphthene,4,
Jun-08,Ammonium,21,
Jun-08,PCB 180,4,
Jun-08,Anionic active surfactants,15,
Jun-08,Chemical Oxygen Demand (Cr),21,
Jun-08,Anthracene,4,
Jun-08,Lead,5,
Jun-08,Chemical Oxygen Demand (Mn),18,
Jun-08,Silica (SiO2),21,
Jun-08,Fecal streptococci ,16,
Jun-08,Cadmium,5,
Jun-08,Total phosphorus,21,
Jun-08,"p,p-DDT",15,
Jun-08,Fecal coliforms,15,
Jun-08,Chrysene,4,
Jun-08,Chromium,5,
Jun-08,Calcium,15,
Jun-08,Dissolved oxygen,21,
Jun-08,Isodrin,4,
Jun-08,Barium,5,
Jun-08,Benzo(k)fluoranthene,4,
Jun-08,Sulphates,15,
Jun-08,Acenaphthylene,4,
Jun-08,Magnesium,15,
Jun-08,"1,2,4-Trichlorobenzene",4,
Jun-08,Benzo(a)anthracene,4,
Jun-08,PCB 138,4,
Jun-08,Cyanides,11,
Jun-08,Total nitrogen,14,
Jun-08,Oxygen saturation,21,
Jun-08,PCB 153,4,
Jun-08,Sulfides,21,
Jun-08,Manganese,9,
Jun-08,Total hardness,15,
Jun-08,gamma-Hexachlorocyclohexane,15,
Jun-08,Sodium,12,
Jun-08,Orthophosphate-phosphorus,21,
Jun-08,Chlorides,15,
Jun-08,Biochemical Oxygen,21,
Jun-08,Pentachlorobenzene,4,
Jun-08,Endrin,4,
Jun-08,Atrazine,15,
Jun-08,Benzo(b)fluoranthene,4,
Jun-08,Water temperature,21,
Jun-08,Mercury,5,
Jun-08,Fluoranthene,4,
Jun-08,Benzo(a)pyrene,4,
Jun-08,Bicarbonates,15,
Jun-08,Total dissolved salts,21,
Jun-08,Iron,5,
Jun-08,Petroleum hydrocarbons,15,
Jun-08,Hexachlorobenzene,4,
Jun-08,Phenanthrene,4,
Jun-08,Total organic carbon,11,
Jun-08,PCB 101,4,
Jun-08,Selenium,5,
Jun-08,Nitrites,21,
Jun-08,Total coliforms,15,
Jun-08,Naphthalene,4,
Jun-08,Nitrates,21,
Jun-08,Zinc,5,
Jun-08,Aldrin,4,
Jul-08,Benzo(k)fluoranthene,7,
Jul-08,Sulfides,21,
Jul-08,Chemical Oxygen Demand (Mn),18,
Jul-08,Manganese,7,
Jul-08,Oxygen saturation,21,
Jul-08,Anthracene,7,
Jul-08,Fluoranthene,7,
Jul-08,Total hardness,18,
Jul-08,Chlorides,18,
Jul-08,Total phosphorus,21,
Jul-08,Dissolved oxygen,21,
Jul-08,Calcium,18,
Jul-08,Acenaphthene,7,
Jul-08,Total dissolved salts,21,
Jul-08,Benzo(a)pyrene,7,
Jul-08,Silica (SiO2),21,
Jul-08,PCB 138,7,
Jul-08,Hexachlorobenzene,7,
Jul-08,Cyanides,11,
Jul-08,PCB 153,7,
Jul-08,Total coliforms,15,
Jul-08,Phenanthrene,7,
Jul-08,Magnesium,18,
Jul-08,Aldrin,7,
Jul-08,Water temperature,21,
Jul-08,Fecal coliforms,15,
Jul-08,Fecal streptococci ,18,
Jul-08,Ammonium,21,
Jul-08,Sulphates,18,
Jul-08,Carbonates,1,
Jul-08,gamma-Hexachlorocyclohexane,18,
Jul-08,Endrin,7,
Jul-08,Naphthalene,7,
Jul-08,"p,p-DDT",18,
Jul-08,Anionic active surfactants,18,
Jul-08,PCB 180,7,
Jul-08,Arsenic,7,
Jul-08,Orthophosphate-phosphorus,21,
Jul-08,Total nitrogen,14,
Jul-08,Benzo(a)anthracene,7,
Jul-08,Chrysene,7,
Jul-08,Pyrene,7,
Jul-08,Tetrachloromethane,15,
Jul-08,Pentachlorobenzene,7,
Jul-08,Biochemical Oxygen,21,
Jul-08,PCB 101,7,
Jul-08,Petroleum hydrocarbons,18,
Jul-08,Sodium,7,
Jul-08,"1,2,4-Trichlorobenzene",7,
Jul-08,Acenaphthylene,7,
Jul-08,Atrazine,18,
Jul-08,Potassium,7,
Jul-08,"1,2,3-Trichlorobenzene",7,
Jul-08,Bicarbonates,18,
Jul-08,Benzo(b)fluoranthene,7,
Jul-08,Chemical Oxygen Demand (Cr),21,
Jul-08,Isodrin,7,
Jul-08,Nitrites,21,
Jul-08,Nitrates,21,
Aug-08,Benzo(a)pyrene,3,
Aug-08,Tetrachloromethane,15,
Aug-08,Atrazine,11,
Aug-08,Orthophosphate-phosphorus,27,
Aug-08,Chrysene,3,
Aug-08,Pentachlorobenzene,3,
Aug-08,"1,2,4-Trichlorobenzene",3,
Aug-08,Anthracene,3,
Aug-08,Nitrites,27,
Aug-08,Fecal coliforms,15,
Aug-08,Acenaphthene,3,
Aug-08,PCB 153,4,
Aug-08,"p,p-DDT",15,
Aug-08,Calcium,24,
Aug-08,Total coliforms,15,
Aug-08,Fluoranthene,3,
Aug-08,Sodium,16,
Aug-08,PCB 138,4,
Aug-08,Sulfides,27,
Aug-08,Biochemical Oxygen,27,
Aug-08,Endrin,4,
Aug-08,"1,2,3-Trichlorobenzene",3,
Aug-08,Bicarbonates,24,
Aug-08,Silica (SiO2),27,
Aug-08,Acenaphthylene,3,
Aug-08,Water temperature,27,
Aug-08,Chemical Oxygen Demand (Mn),24,
Aug-08,Chlorides,24,
Aug-08,Dissolved oxygen,27,
Aug-08,Benzo(b)fluoranthene,3,
Aug-08,Petroleum hydrocarbons,15,
Aug-08,Total nitrogen,14,
Aug-08,Manganese,13,
Aug-08,Macrozoobenthos,3,
Aug-08,gamma-Hexachlorocyclohexane,15,
Aug-08,Carbonates,1,
Aug-08,Anionic active surfactants,24,
Aug-08,Ammonium,27,
Aug-08,Total phosphorus,27,
Aug-08,Aldrin,4,
Aug-08,Phenanthrene,3,
Aug-08,Potassium,13,
Aug-08,Naphthalene,3,
Aug-08,Total hardness,24,
Aug-08,Cyanides,11,
Aug-08,Nitrates,27,
Aug-08,Hexachlorobenzene,4,
Aug-08,Chemical Oxygen Demand (Cr),27,
Aug-08,Oxygen saturation,27,
Aug-08,Pyrene,3,
Aug-08,PCB 101,4,
Aug-08,Benzo(a)anthracene,3,
Aug-08,Benzo(k)fluoranthene,3,
Aug-08,Magnesium,24,
Aug-08,Total dissolved salts,27,
Aug-08,PCB 180,4,
Aug-08,Sulphates,24,
Aug-08,Isodrin,4,
Aug-08,Fecal streptococci ,15,
Sep-08,Copper,11,
Sep-08,Chromium,11,
Sep-08,Petroleum hydrocarbons,12,
Sep-08,Atrazine,11,
Sep-08,Total phosphorus,22,
Sep-08,Total dissolved salts,22,
Sep-08,Naphthalene,2,
Sep-08,Bicarbonates,19,
Sep-08,Phenanthrene,2,
Sep-08,Endrin,2,
Sep-08,Benzo(a)anthracene,2,
Sep-08,Chrysene,2,
Sep-08,Acenaphthene,2,
Sep-08,Chemical Oxygen Demand (Cr),22,
Sep-08,Barium,11,
Sep-08,Ammonium,22,
Sep-08,Isodrin,2,
Sep-08,Fecal streptococci ,16,
Sep-08,Magnesium,19,
Sep-08,"1,2,3-Trichlorobenzene",2,
Sep-08,Nickel,11,
Sep-08,Arsenic,11,
Sep-08,Aldrin,2,
Sep-08,Acenaphthylene,2,
Sep-08,Sulphates,19,
Sep-08,PCB 180,2,
Sep-08,Sulfides,22,
Sep-08,Fluoranthene,2,
Sep-08,Zinc,11,
Sep-08,"1,2,4-Trichlorobenzene",2,
Sep-08,Silica (SiO2),22,
Sep-08,Biochemical Oxygen,22,
Sep-08,Fecal coliforms,16,
Sep-08,Oxygen saturation,22,
Sep-08,Orthophosphate-phosphorus,22,
Sep-08,Dissolved oxygen,22,
Sep-08,Water temperature,22,
Sep-08,Iron,11,
Sep-08,Potassium,8,
Sep-08,Total organic carbon,14,
Sep-08,Chlorides,22,
Sep-08,Benzo(b)fluoranthene,2,
Sep-08,Anionic active surfactants,19,
Sep-08,Hexachlorobenzene,2,
Sep-08,gamma-Hexachlorocyclohexane,13,
Sep-08,Nitrates,22,
Sep-08,Total hardness,19,
Sep-08,"p,p-DDT",13,
Sep-08,Pentachlorobenzene,2,
Sep-08,Benzo(a)pyrene,2,
Sep-08,Manganese,19,
Sep-08,Lead,11,
Sep-08,PCB 101,2,
Sep-08,Anthracene,2,
Sep-08,Nitrites,22,
Sep-08,Cadmium,11,
Sep-08,Total coliforms,16,
Sep-08,PCB 138,2,
Sep-08,Mercury,11,
Sep-08,Calcium,19,
Sep-08,Pyrene,2,
Sep-08,Chemical Oxygen Demand (Mn),19,
Sep-08,Cyanides,11,
Sep-08,PCB 153,2,
Sep-08,Selenium,1,
Sep-08,Sodium,8,
Sep-08,Benzo(k)fluoranthene,2,
Sep-08,Total nitrogen,14,
Sep-08,Tetrachloromethane,13,
Oct-08,Anthracene,4,
Oct-08,Copper,11,
Oct-08,Fecal coliforms,15,
Oct-08,Lead,11,
Oct-08,Pyrene,4,
Oct-08,Biochemical Oxygen,24,
Oct-08,Aluminium,11,
Oct-08,Phenanthrene,4,
Oct-08,Magnesium,24,
Oct-08,Oxygen saturation,27,
Oct-08,Benzo(a)anthracene,4,
Oct-08,Tetrachloromethane,15,
Oct-08,Nitrites,27,
Oct-08,Iron,11,
Oct-08,Orthophosphate-phosphorus,27,
Oct-08,Isodrin,4,
Oct-08,Dissolved organic carbon,8,
Oct-08,Atrazine,12,
Oct-08,Aldrin,4,
Oct-08,Benzo(k)fluoranthene,4,
Oct-08,Nickel,11,
Oct-08,Macrozoobenthos,3,
Oct-08,Zinc,11,
Oct-08,Mercury,11,
Oct-08,Sodium,13,
Oct-08,Naphthalene,4,
Oct-08,PCB 101,4,
Oct-08,Hexachlorobenzene,4,
Oct-08,Chemical Oxygen Demand (Mn),24,
Oct-08,Arsenic,11,
Oct-08,"1,2,3-Trichlorobenzene",4,
Oct-08,gamma-Hexachlorocyclohexane,15,
Oct-08,Benzo(b)fluoranthene,4,
Oct-08,Silica (SiO2),27,
Oct-08,PCB 180,4,
Oct-08,Bicarbonates,24,
Oct-08,Endrin,4,
Oct-08,Chemical Oxygen Demand (Cr),27,
Oct-08,Sulfides,27,
Oct-08,Sulphates,22,
Oct-08,Calcium,24,
Oct-08,Cyanides,11,
Oct-08,Pentachlorobenzene,4,
Oct-08,Total dissolved salts,27,
Oct-08,Total coliforms,15,
Oct-08,Benzo(a)pyrene,4,
Oct-08,Total hardness,24,
Oct-08,Chrysene,4,
Oct-08,Water temperature,27,
Oct-08,Carbonates,2,
Oct-08,Chromium,11,
Oct-08,Nitrates,27,
Oct-08,Total nitrogen,14,
Oct-08,PCB 153,4,
Oct-08,"p,p-DDT",15,
Oct-08,AOX,11,
Oct-08,Barium,11,
Oct-08,Fecal streptococci ,15,
Oct-08,Chlorides,24,
Oct-08,PCB 138,4,
Oct-08,Acenaphthylene,4,
Oct-08,Manganese,24,
Oct-08,Potassium,13,
Oct-08,Ammonium,27,
Oct-08,Total phosphorus,27,
Oct-08,Anionic active surfactants,24,
Oct-08,Acenaphthene,4,
Oct-08,Cadmium,11,
Oct-08,"1,2,4-Trichlorobenzene",4,
Oct-08,Petroleum hydrocarbons,15,
Oct-08,Fluoranthene,4,
Oct-08,Dissolved oxygen,27,
Nov-08,Naphthalene,4,
Nov-08,Cyanides,11,
Nov-08,Chemical Oxygen Demand (Cr),21,
Nov-08,Benzo(k)fluoranthene,4,
Nov-08,Water temperature,21,
Nov-08,Dissolved oxygen,21,
Nov-08,Sulfides,21,
Nov-08,Potassium,18,
Nov-08,Total phosphorus,21,
Nov-08,Mercury,11,
Nov-08,Aldrin,4,
Nov-08,Biochemical Oxygen,21,
Nov-08,Manganese,18,
Nov-08,Lead,11,
Nov-08,Acenaphthene,4,
Nov-08,Total nitrogen,13,
Nov-08,Fecal streptococci ,15,
Nov-08,Hexachlorobenzene,4,
Nov-08,"1,2,3-Trichlorobenzene",4,
Nov-08,PCB 138,4,
Nov-08,Anionic active surfactants,18,
Nov-08,Nitrates,21,
Nov-08,Calcium,18,
Nov-08,Total coliforms,15,
Nov-08,Sulphates,18,
Nov-08,Nitrites,21,
Nov-08,Magnesium,18,
Nov-08,Orthophosphate-phosphorus,21,
Nov-08,Chemical Oxygen Demand (Mn),18,
Nov-08,Acenaphthylene,4,
Nov-08,Chrysene,4,
Nov-08,Cadmium,11,
Nov-08,Benzo(a)anthracene,4,
Nov-08,Pentachlorobenzene,4,
Nov-08,Oxygen saturation,21,
Nov-08,Nickel,11,
Nov-08,Anthracene,4,
Nov-08,gamma-Hexachlorocyclohexane,15,
Nov-08,Petroleum hydrocarbons,15,
Nov-08,Arsenic,11,
Nov-08,PCB 153,4,
Nov-08,Iron,11,
Nov-08,Endrin,4,
Nov-08,Copper,11,
Nov-08,Fluoranthene,4,
Nov-08,Tetrachloromethane,15,
Nov-08,Pyrene,4,
Nov-08,Ammonium,21,
Nov-08,PCB 101,4,
Nov-08,Selenium,11,
Nov-08,Zinc,11,
Nov-08,Chlorides,18,
Nov-08,Barium,11,
Nov-08,Isodrin,4,
Nov-08,Total hardness,18,
Nov-08,"1,2,4-Trichlorobenzene",4,
Nov-08,Bicarbonates,18,
Nov-08,Silica (SiO2),18,
Nov-08,Sodium,18,
Nov-08,Benzo(b)fluoranthene,4,
Nov-08,PCB 180,4,
Nov-08,Atrazine,15,
Nov-08,AOX,11,
Nov-08,"p,p-DDT",15,
Nov-08,Phenanthrene,4,
Nov-08,Fecal coliforms,15,
Nov-08,Total dissolved salts,21,
Nov-08,Chromium,11,
Nov-08,Benzo(a)pyrene,4,
Dec-08,Petroleum hydrocarbons,17,
Dec-08,Ammonium,17,
Dec-08,gamma-Hexachlorocyclohexane,13,
Dec-08,Anionic active surfactants,14,
Dec-08,Silica (SiO2),18,
Dec-08,Sulfides,20,
Dec-08,Chemical Oxygen Demand (Mn),17,
Dec-08,Dissolved oxygen,17,
Dec-08,Barium,10,
Dec-08,Arsenic,10,
Dec-08,Nickel,10,
Dec-08,Nitrates,17,
Dec-08,Fecal coliforms,13,
Dec-08,Bicarbonates,14,
Dec-08,Tetrachloromethane,15,
Dec-08,Nitrites,17,
Dec-08,Magnesium,14,
Dec-08,Sulphates,14,
Dec-08,Cyanides,10,
Dec-08,"p,p-DDT",13,
Dec-08,Selenium,10,
Dec-08,Total hardness,14,
Dec-08,Cadmium,10,
Dec-08,Chemical Oxygen Demand (Cr),17,
Dec-08,Total coliforms,13,
Dec-08,Zinc,10,
Dec-08,Orthophosphate-phosphorus,17,
Dec-08,Oxygen saturation,17,
Dec-08,Water temperature,17,
Dec-08,Mercury,10,
Dec-08,Calcium,14,
Dec-08,Potassium,14,
Dec-08,Chlorides,14,
Dec-08,Fecal streptococci ,13,
Dec-08,Chromium,10,
Dec-08,Iron,10,
Dec-08,Total dissolved salts,17,
Dec-08,Atrazine,13,
Dec-08,Manganese,14,
Dec-08,Total phosphorus,17,
Dec-08,Dissolved silicates,1,
Dec-08,Sodium,14,
Dec-08,Total nitrogen,13,
Dec-08,Lead,10,
Dec-08,Biochemical Oxygen,17,
Dec-08,Copper,10,
Dec-08,AOX,13,
Jan-09,"1,2,3-Trichlorobenzene",1,
Jan-09,Benzo(a)pyrene,1,
Jan-09,Chrysene,1,
Jan-09,Benzo(a)anthracene,1,
Jan-09,Aldrin,1,
Jan-09,Phenanthrene,1,
Jan-09,Total phosphorus,22,
Jan-09,Potassium,16,
Jan-09,Ammonium,22,
Jan-09,Sulphates,19,
Jan-09,Chlorides,18,
Jan-09,Bicarbonates,17,
Jan-09,Total coliforms,13,
Jan-09,Petroleum hydrocarbons,14,
Jan-09,Magnesium,17,
Jan-09,Anionic active surfactants,19,
Jan-09,Benzo(k)fluoranthene,1,
Jan-09,Sodium,18,
Jan-09,Nickel,2,
Jan-09,Pentachlorobenzene,1,
Jan-09,Arsenic,2,
Jan-09,"1,2,4-Trichlorobenzene",1,
Jan-09,Total nitrogen,16,
Jan-09,Copper,2,
Jan-09,Zinc,2,
Jan-09,Oxygen saturation,21,
Jan-09,Orthophosphate-phosphorus,22,
Jan-09,Nitrates,22,
Jan-09,Chemical Oxygen Demand (Cr),22,
Jan-09,PCB 101,1,
Jan-09,Nitrites,22,
Jan-09,Fluoranthene,1,
Jan-09,Cadmium,2,
Jan-09,Tetrachloromethane,14,
Jan-09,Chemical Oxygen Demand (Mn),19,
Jan-09,Pyrene,1,
Jan-09,Acenaphthylene,1,
Jan-09,Anthracene,1,
Jan-09,PCB 153,1,
Jan-09,Isodrin,1,
Jan-09,Total hardness,16,
Jan-09,PCB 138,1,
Jan-09,Water temperature,22,
Jan-09,gamma-Hexachlorocyclohexane,12,
Jan-09,Calcium,18,
Jan-09,Silica (SiO2),18,
Jan-09,Cyanides,12,
Jan-09,Biochemical Oxygen,22,
Jan-09,Fecal coliforms,12,
Jan-09,Manganese,19,
Jan-09,"p,p-DDT",12,
Jan-09,Acenaphthene,1,
Jan-09,Organic nitrogen,4,
Jan-09,Fecal streptococci ,12,
Jan-09,Benzo(b)fluoranthene,1,
Jan-09,Naphthalene,1,
Jan-09,Sulfides,11,
Jan-09,Hexachlorobenzene,1,
Jan-09,AOX,15,
Jan-09,Endrin,1,
Jan-09,Atrazine,11,
Jan-09,Dissolved oxygen,22,
Jan-09,PCB 180,1,
Jan-09,Iron,3,
Jan-09,Total dissolved salts,22,
Jan-09,Chromium,2,
Jan-09,Lead,2,
Feb-09,Sulphates,20,
Feb-09,Bicarbonates,9,
Feb-09,Benzo(b)fluoranthene,3,
Feb-09,Organic nitrogen,2,
Feb-09,Fecal coliforms,15,
Feb-09,Nitrates,24,
Feb-09,Acenaphthylene,3,
Feb-09,Pentachlorobenzene,3,
Feb-09,"p,p-DDT",14,
Feb-09,Naphthalene,3,
Feb-09,Cyanides,12,
Feb-09,Potassium,18,
Feb-09,Benzo(a)pyrene,3,
Feb-09,Hexachlorobenzene,3,
Feb-09,Lead,2,
Feb-09,PCB 138,3,
Feb-09,Phenanthrene,3,
Feb-09,AOX,15,
Feb-09,Anthracene,3,
Feb-09,Total coliforms,16,
Feb-09,Ammonium,24,
Feb-09,Manganese,20,
Feb-09,Petroleum hydrocarbons,16,
Feb-09,Sulfides,5,
Feb-09,Isodrin,3,
Feb-09,PCB 153,3,
Feb-09,Endrin,3,
Feb-09,Total nitrogen,15,
Feb-09,Zinc,2,
Feb-09,Acenaphthene,3,
Feb-09,Biochemical Oxygen,24,
Feb-09,Fecal streptococci ,15,
Feb-09,Dissolved oxygen,24,
Feb-09,Iron,3,
Feb-09,Magnesium,19,
Feb-09,Orthophosphate-phosphorus,23,
Feb-09,Arsenic,2,
Feb-09,gamma-Hexachlorocyclohexane,14,
Feb-09,Silica (SiO2),21,
Feb-09,Cadmium,2,
Feb-09,Chlorides,20,
Feb-09,Calcium,19,
Feb-09,Chromium,1,
Feb-09,Total hardness,18,
Feb-09,Copper,2,
Feb-09,Chemical Oxygen Demand (Cr),21,
Feb-09,Benzo(a)anthracene,3,
Feb-09,Total organic carbon,11,
Feb-09,Total dissolved salts,23,
Feb-09,Chemical Oxygen Demand (Mn),21,
Feb-09,"1,2,3-Trichlorobenzene",3,
Feb-09,Water temperature,24,
Feb-09,Atrazine,11,
Feb-09,Anionic active surfactants,20,
Feb-09,Fluoranthene,3,
Feb-09,Nitrites,24,
Feb-09,Pyrene,3,
Feb-09,Sodium,19,
Feb-09,Aldrin,3,
Feb-09,Tetrachloromethane,15,
Feb-09,PCB 101,3,
Feb-09,Chrysene,3,
Feb-09,Nickel,2,
Feb-09,Dissolved silicates,2,
Feb-09,"1,2,4-Trichlorobenzene",3,
Feb-09,Benzo(k)fluoranthene,3,
Feb-09,Oxygen saturation,23,
Feb-09,Total phosphorus,23,
Feb-09,PCB 180,3,
Mar-09,Macrozoobenthos,3,
Mar-09,Chrysene,4,
Mar-09,Phenanthrene,4,
Mar-09,Benzo(b)fluoranthene,4,
Mar-09,Sulfides,11,
Mar-09,PCB 180,4,
Mar-09,Sodium,20,
Mar-09,Nitrates,24,
Mar-09,Sulphates,20,
Mar-09,Dissolved oxygen,24,
Mar-09,AOX,15,
Mar-09,Benzo(a)anthracene,4,
Mar-09,Acenaphthene,4,
Mar-09,Aldrin,4,
Mar-09,Orthophosphate-phosphorus,24,
Mar-09,Naphthalene,4,
Mar-09,Zinc,2,
Mar-09,Manganese,21,
Mar-09,Benzo(k)fluoranthene,4,
Mar-09,PCB 101,4,
Mar-09,Total dissolved salts,24,
Mar-09,"1,2,4-Trichlorobenzene",4,
Mar-09,Water temperature,24,
Mar-09,Total organic carbon,11,
Mar-09,Organic nitrogen,4,
Mar-09,Chromium,2,
Mar-09,PCB 138,4,
Mar-09,Silica (SiO2),22,
Mar-09,Benzo(a)pyrene,4,
Mar-09,Atrazine,11,
Mar-09,Arsenic,2,
Mar-09,Potassium,18,
Mar-09,Iron,2,
Mar-09,Pentachlorobenzene,4,
Mar-09,Isodrin,4,
Mar-09,Cadmium,2,
Mar-09,Endrin,4,
Mar-09,Total coliforms,17,
Mar-09,Dissolved silicates,2,
Mar-09,Nitrites,24,
Mar-09,"1,2,3-Trichlorobenzene",4,
Mar-09,Copper,2,
Mar-09,Biochemical Oxygen,24,
Mar-09,Fecal streptococci ,15,
Mar-09,Fluoranthene,4,
Mar-09,Tetrachloromethane,15,
Mar-09,Chlorides,23,
Mar-09,PCB 153,4,
Mar-09,Magnesium,20,
Mar-09,Chemical Oxygen Demand (Mn),21,
Mar-09,Fecal coliforms,15,
Mar-09,Chemical Oxygen Demand (Cr),24,
Mar-09,Pyrene,4,
Mar-09,gamma-Hexachlorocyclohexane,15,
Mar-09,Oxygen saturation,20,
Mar-09,Hexachlorobenzene,4,
Mar-09,"p,p-DDT",15,
Mar-09,Lead,2,
Mar-09,Calcium,20,
Mar-09,Bicarbonates,10,
Mar-09,Ammonium,24,
Mar-09,Anionic active surfactants,20,
Mar-09,Acenaphthylene,4,
Mar-09,Total hardness,7,
Mar-09,Total nitrogen,16,
Mar-09,Anthracene,4,
Mar-09,Petroleum hydrocarbons,16,
Mar-09,Cyanides,12,
Mar-09,Nickel,2,
Mar-09,Total phosphorus,24,
Apr-09,Total hardness,7,
Apr-09,"p,p-DDT",15,
Apr-09,Chrysene,3,
Apr-09,Lead,12,
Apr-09,Water temperature,24,
Apr-09,Dissolved oxygen,24,
Apr-09,Fecal streptococci ,12,
Apr-09,Manganese,31,
Apr-09,Bicarbonates,10,
Apr-09,Selenium,11,
Apr-09,PCB 180,4,
Apr-09,Benzo(a)anthracene,3,
Apr-09,Anionic active surfactants,21,
Apr-09,"1,2,3-Trichlorobenzene",3,
Apr-09,AOX,15,
Apr-09,Benzo(k)fluoranthene,3,
Apr-09,Benzo(b)fluoranthene,3,
Apr-09,Organic nitrogen,4,
Apr-09,Cadmium,12,
Apr-09,Acenaphthylene,3,
Apr-09,Sodium,20,
Apr-09,Barium,11,
Apr-09,Nitrates,24,
Apr-09,gamma-Hexachlorocyclohexane,15,
Apr-09,Fluoranthene,3,
Apr-09,Naphthalene,3,
Apr-09,Total organic carbon,14,
Apr-09,Aldrin,4,
Apr-09,Petroleum hydrocarbons,16,
Apr-09,Arsenic,12,
Apr-09,Anthracene,3,
Apr-09,Tetrachloromethane,15,
Apr-09,Fecal coliforms,12,
Apr-09,Pentachlorobenzene,3,
Apr-09,Oxygen saturation,23,
Apr-09,PCB 153,4,
Apr-09,Mercury,12,
Apr-09,Endrin,4,
Apr-09,Nickel,12,
Apr-09,Chromium,13,
Apr-09,Aluminium,11,
Apr-09,Zinc,13,
Apr-09,Isodrin,4,
Apr-09,PCB 138,4,
Apr-09,Silica (SiO2),21,
Apr-09,Ammonium,24,
Apr-09,Total nitrogen,22,
Apr-09,Chemical Oxygen Demand (Cr),23,
Apr-09,Sulfides,11,
Apr-09,Iron,13,
Apr-09,Potassium,18,
Apr-09,Magnesium,20,
Apr-09,Total coliforms,13,
Apr-09,Nitrites,24,
Apr-09,Hexachlorobenzene,4,
Apr-09,Copper,12,
Apr-09,Chlorides,24,
Apr-09,Atrazine,11,
Apr-09,Total phosphorus,24,
Apr-09,Pyrene,3,
Apr-09,Calcium,20,
Apr-09,Chemical Oxygen Demand (Mn),21,
Apr-09,Dissolved silicates,3,
Apr-09,Cyanides,12,
Apr-09,Sulphates,23,
