,id,value,location,sample_date,measure,Month,Day,MonthName,Year,year
49357,698458,55.44,Chai,2006-04-23,Lead,5,13,April,2006,2006
49395,699937,49.38,Chai,2006-04-23,Lead,5,13,April,2006,2006
49432,683525,11.98,Boonsri,2006-04-27,Lead,5,13,April,2006,2006
49476,685139,22.26,Boonsri,2006-04-27,Lead,5,13,April,2006,2006
49521,686807,106.3,Boonsri,2006-04-27,Lead,5,13,April,2006,2006
49553,701201,8.59,Somchair,2006-04-27,Lead,5,13,April,2006,2006
49596,702166,11.35,Busarakhan,2006-04-27,Lead,5,13,April,2006,2006
49636,696018,2.588,Kohsoom,2006-04-29,Lead,5,13,April,2006,2006
49673,697107,18.04,Chai,2006-04-30,Lead,5,13,April,2006,2006
49706,698505,123.3,Chai,2006-04-30,Lead,5,13,April,2006,2006
49736,699974,12.39,Chai,2006-04-30,Lead,5,13,April,2006,2006
49776,683574,4.166,Boonsri,2006-05-03,Lead,5,13,May,2006,2006
49826,685198,5.471,Boonsri,2006-05-03,Lead,5,13,May,2006,2006
49874,686846,5.148,Boonsri,2006-05-03,Lead,5,13,May,2006,2006
49919,707204,30.25,Kannika,2006-05-11,Lead,5,13,May,2006,2006
49951,708168,20.73,Kannika,2006-05-11,Lead,5,13,May,2006,2006
49994,709182,15.41,Kannika,2006-05-11,Lead,5,13,May,2006,2006
50036,710139,13.56,Sakda,2006-05-11,Lead,5,13,May,2006,2006
50068,711092,15.69,Sakda,2006-05-11,Lead,5,13,May,2006,2006
50098,712083,13.98,Sakda,2006-05-11,Lead,5,13,May,2006,2006
50142,683629,7.9879999999999995,Boonsri,2006-05-25,Lead,5,13,May,2006,2006
50188,685260,8.687999999999999,Boonsri,2006-05-25,Lead,5,13,May,2006,2006
50234,686898,3.156,Boonsri,2006-05-25,Lead,5,13,May,2006,2006
50341,696067,12.03,Kohsoom,2006-05-27,Lead,5,13,May,2006,2006
50426,701251,55.54,Somchair,2006-05-31,Lead,5,13,May,2006,2006
50470,702212,21.44,Busarakhan,2006-05-31,Lead,5,13,May,2006,2006
50494,697184,8.501,Chai,2006-06-01,Lead,5,13,June,2006,2006
50532,698587,6.872000000000001,Chai,2006-06-01,Lead,5,13,June,2006,2006
50569,700054,10.8,Chai,2006-06-01,Lead,5,13,June,2006,2006
50613,683680,8.112,Boonsri,2006-06-08,Lead,5,13,June,2006,2006
50659,685320,10.28,Boonsri,2006-06-08,Lead,5,13,June,2006,2006
50704,686949,5.848,Boonsri,2006-06-08,Lead,5,13,June,2006,2006
50746,710172,2.483,Sakda,2006-06-08,Lead,5,13,June,2006,2006
50793,711132,4.349,Sakda,2006-06-08,Lead,5,13,June,2006,2006
50838,712128,2.8739999999999997,Sakda,2006-06-08,Lead,5,13,June,2006,2006
50885,697232,9.766,Chai,2006-06-18,Lead,5,13,June,2006,2006
50930,698642,7.147,Chai,2006-06-18,Lead,5,13,June,2006,2006
50974,700101,19.42,Chai,2006-06-18,Lead,5,13,June,2006,2006
51021,683731,13.68,Boonsri,2006-06-22,Lead,5,13,June,2006,2006
51065,685379,13.31,Boonsri,2006-06-22,Lead,5,13,June,2006,2006
51110,687001,13.43,Boonsri,2006-06-22,Lead,5,13,June,2006,2006
51155,701299,21.26,Somchair,2006-06-25,Lead,5,13,June,2006,2006
51203,702247,18.84,Busarakhan,2006-06-25,Lead,5,13,June,2006,2006
51253,696120,9.827,Kohsoom,2006-06-26,Lead,5,13,June,2006,2006
51296,707240,2.354,Kannika,2006-06-26,Lead,5,13,June,2006,2006
51343,708224,4.496,Kannika,2006-06-26,Lead,5,13,June,2006,2006
51389,709229,7.1339999999999995,Kannika,2006-06-26,Lead,5,13,June,2006,2006
51436,697282,6.869,Chai,2006-07-09,Lead,5,13,July,2006,2006
51485,698700,3.673,Chai,2006-07-09,Lead,5,13,July,2006,2006
51532,700152,5.461,Chai,2006-07-09,Lead,5,13,July,2006,2006
51581,707293,2.945,Kannika,2006-07-11,Lead,5,13,July,2006,2006
51629,708285,2.524,Kannika,2006-07-11,Lead,5,13,July,2006,2006
51675,709283,4.636,Kannika,2006-07-11,Lead,5,13,July,2006,2006
51723,683780,3.298,Boonsri,2006-07-13,Lead,5,13,July,2006,2006
51776,685438,2.532,Boonsri,2006-07-13,Lead,5,13,July,2006,2006
51828,687054,2.214,Boonsri,2006-07-13,Lead,5,13,July,2006,2006
51879,710227,3.6910000000000003,Sakda,2006-07-13,Lead,5,13,July,2006,2006
51928,711194,6.093999999999999,Sakda,2006-07-13,Lead,5,13,July,2006,2006
51975,712182,2.074,Sakda,2006-07-13,Lead,5,13,July,2006,2006
52018,697331,9.007,Chai,2006-07-15,Lead,5,13,July,2006,2006
52059,698756,3.9,Chai,2006-07-15,Lead,5,13,July,2006,2006
52099,700201,2.928,Chai,2006-07-15,Lead,5,13,July,2006,2006
52144,701354,3.9989999999999997,Somchair,2006-07-16,Lead,5,13,July,2006,2006
52192,702302,7.785,Busarakhan,2006-07-16,Lead,5,13,July,2006,2006
52241,683838,3.463,Boonsri,2006-07-27,Lead,5,13,July,2006,2006
52294,685504,3.094,Boonsri,2006-07-27,Lead,5,13,July,2006,2006
52346,687112,2.929,Boonsri,2006-07-27,Lead,5,13,July,2006,2006
52381,696149,18.39,Kohsoom,2006-07-29,Lead,5,13,July,2006,2006
52427,683896,6.169,Boonsri,2006-08-10,Lead,5,13,August,2006,2006
52474,685570,7.654,Boonsri,2006-08-10,Lead,5,13,August,2006,2006
52520,687170,7.1160000000000005,Boonsri,2006-08-10,Lead,5,13,August,2006,2006
52565,707346,4.31,Kannika,2006-08-10,Lead,5,13,August,2006,2006
52614,708345,4.712,Kannika,2006-08-10,Lead,5,13,August,2006,2006
52662,709336,17.77,Kannika,2006-08-10,Lead,5,13,August,2006,2006
52711,710281,7.401,Sakda,2006-08-10,Lead,5,13,August,2006,2006
52761,711255,28.03,Sakda,2006-08-10,Lead,5,13,August,2006,2006
52809,712236,13.78,Sakda,2006-08-10,Lead,5,14,August,2006,2006
52857,701407,21.0,Somchair,2006-08-13,Lead,5,14,August,2006,2006
52904,702355,10.94,Busarakhan,2006-08-13,Lead,5,14,August,2006,2006
52951,697380,12.12,Chai,2006-08-18,Lead,5,14,August,2006,2006
52999,698813,22.52,Chai,2006-08-18,Lead,5,14,August,2006,2006
53046,700250,12.18,Chai,2006-08-18,Lead,5,14,August,2006,2006
53095,683948,3.1039999999999996,Boonsri,2006-08-24,Lead,5,14,August,2006,2006
53149,685630,4.419,Boonsri,2006-08-24,Lead,5,14,August,2006,2006
53201,687222,5.8420000000000005,Boonsri,2006-08-24,Lead,5,14,August,2006,2006
53254,696200,15.76,Kohsoom,2006-08-26,Lead,5,14,August,2006,2006
53298,697428,18.54,Chai,2006-08-27,Lead,5,14,August,2006,2006
53340,698869,13.75,Chai,2006-08-27,Lead,5,14,August,2006,2006
53380,700298,9.255,Chai,2006-08-27,Lead,5,14,August,2006,2006
53425,697478,17.46,Chai,2006-09-02,Lead,5,14,September,2006,2006
53471,698926,17.69,Chai,2006-09-02,Lead,5,14,September,2006,2006
53516,700348,16.45,Chai,2006-09-02,Lead,5,14,September,2006,2006
53564,684007,4.184,Boonsri,2006-09-07,Lead,5,14,September,2006,2006
53594,685696,8.507,Boonsri,2006-09-07,Lead,5,14,September,2006,2006
53623,687281,4.115,Boonsri,2006-09-07,Lead,5,14,September,2006,2006
53650,710335,7.575,Sakda,2006-09-07,Lead,5,14,September,2006,2006
53697,711316,4.717,Sakda,2006-09-07,Lead,5,14,September,2006,2006
53742,712290,5.015,Sakda,2006-09-07,Lead,5,14,September,2006,2006
53788,707399,3.865,Kannika,2006-09-14,Lead,5,14,September,2006,2006
53835,708406,4.041,Kannika,2006-09-14,Lead,5,14,September,2006,2006
53880,709390,7.907,Kannika,2006-09-14,Lead,5,14,September,2006,2006
53928,684042,3.158,Boonsri,2006-09-21,Lead,5,14,September,2006,2006
53982,685739,5.39,Boonsri,2006-09-21,Lead,5,14,September,2006,2006
54034,687316,1.571,Boonsri,2006-09-21,Lead,5,14,September,2006,2006
54085,701460,12.064,Somchair,2006-09-22,Lead,5,14,September,2006,2006
54131,702408,4.703,Busarakhan,2006-09-22,Lead,5,14,September,2006,2006
54179,696256,3.938,Kohsoom,2006-09-23,Lead,5,14,September,2006,2006
54222,697523,13.13,Chai,2006-09-29,Lead,5,14,September,2006,2006
54263,698979,9.026,Chai,2006-09-29,Lead,5,14,September,2006,2006
54303,700394,0.05,Chai,2006-09-29,Lead,5,14,September,2006,2006
54347,701511,30.69,Somchair,2006-10-06,Lead,5,14,October,2006,2006
54394,702459,55.29,Busarakhan,2006-10-06,Lead,5,14,October,2006,2006
54441,697572,4.207,Chai,2006-10-08,Lead,5,14,October,2006,2006
54489,699036,7.607,Chai,2006-10-08,Lead,5,14,October,2006,2006
54535,700443,10.14,Chai,2006-10-08,Lead,6,14,October,2006,2006
54625,707450,5.614,Kannika,2006-10-12,Lead,6,14,October,2006,2006
54673,708464,12.03,Kannika,2006-10-12,Lead,6,14,October,2006,2006
54719,709441,10.42,Kannika,2006-10-12,Lead,6,14,October,2006,2006
54766,710386,20.26,Sakda,2006-10-12,Lead,6,14,October,2006,2006
54814,711374,10.34,Sakda,2006-10-12,Lead,6,14,October,2006,2006
54860,712341,3.89,Sakda,2006-10-12,Lead,6,14,October,2006,2006
54902,697618,14.66,Chai,2006-10-15,Lead,6,14,October,2006,2006
54925,699089,3.93,Chai,2006-10-15,Lead,6,14,October,2006,2006
54947,700489,23.81,Chai,2006-10-15,Lead,6,14,October,2006,2006
54976,684150,1.944,Boonsri,2006-10-26,Lead,6,14,October,2006,2006
55030,685805,5.597,Boonsri,2006-10-26,Lead,6,14,October,2006,2006
55082,687375,2.4859999999999998,Boonsri,2006-10-26,Lead,6,14,October,2006,2006
55134,696308,17.89,Kohsoom,2006-10-28,Lead,6,14,October,2006,2006
55183,684209,1.712,Boonsri,2006-11-09,Lead,6,14,November,2006,2006
55233,685871,9.201,Boonsri,2006-11-09,Lead,6,14,November,2006,2006
55282,687433,2.02,Boonsri,2006-11-09,Lead,6,14,November,2006,2006
55329,707503,8.298,Kannika,2006-11-09,Lead,6,14,November,2006,2006
55376,708522,9.88,Kannika,2006-11-09,Lead,6,14,November,2006,2006
55421,709493,0.05,Kannika,2006-11-09,Lead,6,14,November,2006,2006
55467,710438,14.09,Sakda,2006-11-09,Lead,6,14,November,2006,2006
55514,711433,15.5,Sakda,2006-11-09,Lead,6,14,November,2006,2006
55559,712393,28.21,Sakda,2006-11-09,Lead,6,14,November,2006,2006
55605,697650,28.76,Chai,2006-11-15,Lead,6,14,November,2006,2006
55652,699129,19.2,Chai,2006-11-15,Lead,6,14,November,2006,2006
55697,700521,15.43,Chai,2006-11-15,Lead,6,14,November,2006,2006
55743,701563,17.2,Somchair,2006-11-22,Lead,6,14,November,2006,2006
55789,702511,24.64,Busarakhan,2006-11-22,Lead,6,14,November,2006,2006
55837,684264,18.89,Boonsri,2006-11-23,Lead,6,14,November,2006,2006
55887,685934,26.71,Boonsri,2006-11-23,Lead,6,14,November,2006,2006
55936,687488,20.63,Boonsri,2006-11-23,Lead,6,14,November,2006,2006
55985,696362,34.9,Kohsoom,2006-11-25,Lead,6,14,November,2006,2006
56028,697695,16.07,Chai,2006-11-25,Lead,6,14,November,2006,2006
56067,699181,19.32,Chai,2006-11-25,Lead,6,14,November,2006,2006
56105,700566,15.09,Chai,2006-11-25,Lead,6,14,November,2006,2006
56150,684319,5.3839999999999995,Boonsri,2006-12-07,Lead,6,14,December,2006,2006
56180,685997,5.202000000000001,Boonsri,2006-12-07,Lead,6,14,December,2006,2006
56209,687543,5.749,Boonsri,2006-12-07,Lead,6,14,December,2006,2006
56237,707555,1.682,Kannika,2006-12-07,Lead,6,14,December,2006,2006
56285,708581,4.155,Kannika,2006-12-07,Lead,6,14,December,2006,2006
56332,709545,8.389,Kannika,2006-12-07,Lead,6,14,December,2006,2006
56379,710490,4.838,Sakda,2006-12-07,Lead,6,14,December,2006,2006
56427,711492,7.919,Sakda,2006-12-07,Lead,6,14,December,2006,2006
56474,712445,8.859,Sakda,2006-12-07,Lead,6,14,December,2006,2006
56521,697744,12.860999999999999,Chai,2006-12-10,Lead,6,14,December,2006,2006
56569,699238,10.404000000000002,Chai,2006-12-10,Lead,6,14,December,2006,2006
56616,700615,8.521,Chai,2006-12-10,Lead,6,14,December,2006,2006
56663,701615,7.979,Somchair,2006-12-13,Lead,6,14,December,2006,2006
56710,702563,8.51,Busarakhan,2006-12-13,Lead,6,14,December,2006,2006
56751,697789,4.11,Chai,2006-12-20,Lead,6,14,December,2006,2006
56790,699292,6.78,Chai,2006-12-20,Lead,6,14,December,2006,2006
56828,700661,7.312,Chai,2006-12-20,Lead,6,14,December,2006,2006
56873,684354,6.598,Boonsri,2006-12-21,Lead,6,14,December,2006,2006
56927,686040,7.175,Boonsri,2006-12-21,Lead,6,14,December,2006,2006
56979,687578,3.0780000000000003,Boonsri,2006-12-21,Lead,6,14,December,2006,2006
57032,696417,10.892999999999999,Kohsoom,2006-12-23,Lead,6,14,December,2006,2006
57081,787639,2.58,Boonsri,2007-01-11,Lead,6,14,January,2007,2007
57134,789260,4.341,Boonsri,2007-01-11,Lead,6,14,January,2007,2007
57186,790713,4.19,Boonsri,2007-01-11,Lead,6,14,January,2007,2007
57237,812949,11.11,Kannika,2007-01-11,Lead,6,14,January,2007,2007
57290,814018,16.58,Kannika,2007-01-11,Lead,6,14,January,2007,2007
57341,815171,12.01,Kannika,2007-01-11,Lead,6,14,January,2007,2007
57393,816236,5.379,Sakda,2007-01-11,Lead,6,14,January,2007,2007
57445,817307,11.51,Sakda,2007-01-11,Lead,6,14,January,2007,2007
57494,818463,7.531000000000001,Sakda,2007-01-11,Lead,6,14,January,2007,2007
57546,801314,3.5069999999999997,Chai,2007-01-18,Lead,6,14,January,2007,2007
57597,802809,4.617,Chai,2007-01-18,Lead,6,15,January,2007,2007
57648,804506,0.11900000000000001,Chai,2007-01-18,Lead,6,15,January,2007,2007
57699,805987,6.319,Somchair,2007-01-24,Lead,6,15,January,2007,2007
57751,807142,9.625,Busarakhan,2007-01-24,Lead,6,15,January,2007,2007
57804,787697,4.742,Boonsri,2007-01-25,Lead,6,15,January,2007,2007
57858,789327,3.045,Boonsri,2007-01-25,Lead,6,15,January,2007,2007
57910,790771,4.341,Boonsri,2007-01-25,Lead,6,15,January,2007,2007
57963,800227,3.865,Kohsoom,2007-01-27,Lead,6,15,January,2007,2007
58006,801363,1.4880000000000002,Chai,2007-01-27,Lead,6,15,January,2007,2007
58047,802868,2.719,Chai,2007-01-27,Lead,6,15,January,2007,2007
58085,804556,0.858,Chai,2007-01-27,Lead,6,15,January,2007,2007
58132,787762,5.289,Boonsri,2007-02-08,Lead,6,15,February,2007,2007
58181,813008,6.593,Kannika,2007-02-08,Lead,6,15,February,2007,2007
58236,814085,6.03,Kannika,2007-02-08,Lead,6,15,February,2007,2007
58289,815230,8.74,Kannika,2007-02-08,Lead,6,15,February,2007,2007
58342,816294,5.715,Sakda,2007-02-15,Lead,6,15,February,2007,2007
58396,817372,4.03,Sakda,2007-02-15,Lead,6,15,February,2007,2007
58448,818522,8.201,Sakda,2007-02-15,Lead,6,15,February,2007,2007
58502,801416,9.037,Chai,2007-02-16,Lead,6,15,February,2007,2007
58557,802927,6.027,Chai,2007-02-16,Lead,6,15,February,2007,2007
58610,804608,6.797999999999999,Chai,2007-02-16,Lead,6,15,February,2007,2007
58664,787824,21.64,Boonsri,2007-02-22,Lead,6,15,February,2007,2007
58717,789394,20.33,Boonsri,2007-02-22,Lead,6,15,February,2007,2007
58769,790835,22.83,Boonsri,2007-02-22,Lead,6,15,February,2007,2007
58824,806053,14.74,Somchair,2007-02-22,Lead,6,15,February,2007,2007
58880,807209,16.68,Busarakhan,2007-02-22,Lead,6,15,February,2007,2007
58932,800288,12.8,Kohsoom,2007-02-24,Lead,6,15,February,2007,2007
58971,801466,6.79,Chai,2007-02-28,Lead,6,15,February,2007,2007
58993,802985,4.938,Chai,2007-02-28,Lead,6,15,February,2007,2007
59014,804658,5.485,Chai,2007-02-28,Lead,6,15,February,2007,2007
59044,787891,0.963,Boonsri,2007-03-09,Lead,6,15,March,2007,2007
59097,789461,1.551,Boonsri,2007-03-09,Lead,6,15,March,2007,2007
59150,790902,1.311,Boonsri,2007-03-09,Lead,6,15,March,2007,2007
59203,813069,1.777,Kannika,2007-03-15,Lead,6,15,March,2007,2007
59257,814154,2.7960000000000003,Kannika,2007-03-15,Lead,6,15,March,2007,2007
59309,815291,1.712,Kannika,2007-03-15,Lead,6,15,March,2007,2007
59362,816355,2.156,Sakda,2007-03-15,Lead,6,15,March,2007,2007
59416,817441,2.045,Sakda,2007-03-15,Lead,6,15,March,2007,2007
59468,818583,1.379,Sakda,2007-03-15,Lead,6,15,March,2007,2007
59521,787957,2.303,Boonsri,2007-03-22,Lead,6,15,March,2007,2007
59575,789528,3.65,Boonsri,2007-03-22,Lead,6,15,March,2007,2007
59628,790967,5.935,Boonsri,2007-03-22,Lead,6,15,March,2007,2007
59679,801499,1.368,Chai,2007-03-23,Lead,6,15,March,2007,2007
59732,803027,1.771,Chai,2007-03-23,Lead,6,15,March,2007,2007
59783,804691,1.496,Chai,2007-03-23,Lead,6,15,March,2007,2007
59834,800350,3.08,Kohsoom,2007-03-24,Lead,6,15,March,2007,2007
59883,806123,1.767,Somchair,2007-03-28,Lead,6,15,March,2007,2007
59938,807278,7.681,Busarakhan,2007-03-28,Lead,6,15,March,2007,2007
59986,801553,7.256,Chai,2007-03-31,Lead,6,15,March,2007,2007
60029,803089,7.727,Chai,2007-03-31,Lead,6,15,March,2007,2007
60059,804726,6.045,Chai,2007-03-31,Lead,6,15,March,2007,2007
60104,788025,7.37,Boonsri,2007-04-06,Lead,6,15,April,2007,2007
60157,789596,15.27,Boonsri,2007-04-06,Lead,6,15,April,2007,2007
60210,791034,10.98,Boonsri,2007-04-06,Lead,6,15,April,2007,2007
60263,801606,11.167,Chai,2007-04-12,Lead,6,15,April,2007,2007
60318,803151,27.19,Chai,2007-04-12,Lead,6,15,April,2007,2007
60371,804776,22.28,Chai,2007-04-12,Lead,6,15,April,2007,2007
60425,813128,6.182,Kannika,2007-04-12,Lead,6,15,April,2007,2007
60480,814221,10.86,Kannika,2007-04-12,Lead,6,15,April,2007,2007
60531,815350,10.13,Kannika,2007-04-12,Lead,6,15,April,2007,2007
60585,816414,6.343,Sakda,2007-04-12,Lead,6,15,April,2007,2007
60640,817508,11.11,Sakda,2007-04-12,Lead,6,15,April,2007,2007
60693,818642,9.459,Sakda,2007-04-12,Lead,6,15,April,2007,2007
60747,788091,21.47,Boonsri,2007-04-19,Lead,6,15,April,2007,2007
60819,806193,8.073,Somchair,2007-04-20,Lead,6,15,April,2007,2007
60874,807348,3.701,Busarakhan,2007-04-20,Lead,6,15,April,2007,2007
60928,800430,1.9469999999999998,Kohsoom,2007-04-21,Lead,6,15,April,2007,2007
60955,801662,4.148,Chai,2007-04-25,Lead,6,15,April,2007,2007
60999,803215,3.958,Chai,2007-04-25,Lead,6,15,April,2007,2007
61042,804832,3.95,Chai,2007-04-25,Lead,6,15,April,2007,2007
61089,788158,0.7609999999999999,Boonsri,2007-05-10,Lead,6,15,May,2007,2007
61142,789662,1.452,Boonsri,2007-05-10,Lead,6,15,May,2007,2007
61195,791099,1.042,Boonsri,2007-05-10,Lead,6,15,May,2007,2007
61248,813189,2.003,Kannika,2007-05-10,Lead,6,15,May,2007,2007
61303,814288,2.112,Kannika,2007-05-10,Lead,6,15,May,2007,2007
61357,815411,2.43,Kannika,2007-05-10,Lead,6,15,May,2007,2007
61411,816475,3.035,Sakda,2007-05-10,Lead,6,15,May,2007,2007
61466,817577,4.87,Sakda,2007-05-10,Lead,6,15,May,2007,2007
61520,818703,8.692,Sakda,2007-05-10,Lead,6,15,May,2007,2007
61574,801714,2.153,Chai,2007-05-18,Lead,6,15,May,2007,2007
61608,803276,2.6639999999999997,Chai,2007-05-18,Lead,6,15,May,2007,2007
61666,788224,1.676,Boonsri,2007-05-24,Lead,6,15,May,2007,2007
61719,789729,1.053,Boonsri,2007-05-24,Lead,6,15,May,2007,2007
61772,791165,2.108,Boonsri,2007-05-24,Lead,6,15,May,2007,2007
61825,800475,2.103,Kohsoom,2007-05-26,Lead,6,15,May,2007,2007
61872,806261,18.68,Somchair,2007-05-26,Lead,6,15,May,2007,2007
61922,807416,2.612,Busarakhan,2007-05-26,Lead,6,15,May,2007,2007
61965,801744,1.474,Chai,2007-05-31,Lead,6,15,May,2007,2007
61990,803315,1.216,Chai,2007-05-31,Lead,6,15,May,2007,2007
62027,804906,1.474,Chai,2007-05-31,Lead,6,15,May,2007,2007
62072,788291,2.59,Boonsri,2007-06-07,Lead,6,15,June,2007,2007
62125,789797,3.8760000000000003,Boonsri,2007-06-07,Lead,6,15,June,2007,2007
62178,791232,2.611,Boonsri,2007-06-07,Lead,6,15,June,2007,2007
62230,816535,2.4530000000000003,Sakda,2007-06-07,Lead,6,15,June,2007,2007
62282,817646,3.5,Sakda,2007-06-07,Lead,6,16,June,2007,2007
62333,818763,1.703,Sakda,2007-06-07,Lead,6,16,June,2007,2007
62384,813249,2.597,Kannika,2007-06-09,Lead,6,16,June,2007,2007
62437,814355,2.826,Kannika,2007-06-09,Lead,6,16,June,2007,2007
62489,815473,1.909,Kannika,2007-06-09,Lead,6,16,June,2007,2007
62541,788357,3.6489999999999996,Boonsri,2007-06-21,Lead,6,16,June,2007,2007
62594,789864,6.882000000000001,Boonsri,2007-06-21,Lead,6,16,June,2007,2007
62647,791298,4.881,Boonsri,2007-06-21,Lead,6,16,June,2007,2007
62699,801780,2.783,Chai,2007-06-21,Lead,6,16,June,2007,2007
62752,803373,4.519,Chai,2007-06-21,Lead,6,16,June,2007,2007
62803,804955,3.141,Chai,2007-06-21,Lead,6,16,June,2007,2007
62856,800537,7.39,Kohsoom,2007-06-23,Lead,6,16,June,2007,2007
62903,806325,4.746,Somchair,2007-06-23,Lead,6,16,June,2007,2007
62955,807481,4.061,Busarakhan,2007-06-23,Lead,6,16,June,2007,2007
62998,801829,3.073,Chai,2007-06-28,Lead,6,16,June,2007,2007
63019,803430,2.237,Chai,2007-06-28,Lead,6,16,June,2007,2007
63039,805004,1.9809999999999999,Chai,2007-06-28,Lead,6,16,June,2007,2007
63067,788424,0.312,Boonsri,2007-07-05,Lead,6,16,July,2007,2007
63120,789932,0.05,Boonsri,2007-07-05,Lead,6,16,July,2007,2007
63173,791365,1.286,Boonsri,2007-07-05,Lead,6,16,July,2007,2007
63224,801861,3.4330000000000003,Chai,2007-07-07,Lead,6,16,July,2007,2007
63274,803471,2.802,Chai,2007-07-07,Lead,6,16,July,2007,2007
63323,805035,0.05,Chai,2007-07-07,Lead,6,16,July,2007,2007
63372,813306,0.066,Kannika,2007-07-07,Lead,6,16,July,2007,2007
63424,814421,0.05,Kannika,2007-07-07,Lead,6,16,July,2007,2007
63475,815529,0.05,Kannika,2007-07-07,Lead,6,16,July,2007,2007
63526,816592,1.175,Sakda,2007-07-07,Lead,6,16,July,2007,2007
63578,817710,0.212,Sakda,2007-07-07,Lead,6,16,July,2007,2007
63629,818819,1.815,Sakda,2007-07-07,Lead,6,16,July,2007,2007
63682,788491,0.16899999999999998,Boonsri,2007-07-19,Lead,6,16,July,2007,2007
63730,790000,1.13,Boonsri,2007-07-19,Lead,6,16,July,2007,2007
63778,791432,0.284,Boonsri,2007-07-19,Lead,6,16,July,2007,2007
63819,801909,0.69,Chai,2007-07-19,Lead,6,16,July,2007,2007
63858,803528,0.885,Chai,2007-07-19,Lead,6,16,July,2007,2007
63896,805083,0.05,Chai,2007-07-19,Lead,6,16,July,2007,2007
63941,800599,1.758,Kohsoom,2007-07-21,Lead,6,16,July,2007,2007
63990,806389,4.871,Somchair,2007-07-22,Lead,6,16,July,2007,2007
64021,807545,0.05,Busarakhan,2007-07-22,Lead,6,16,July,2007,2007
64093,801959,0.6970000000000001,Chai,2007-08-04,Lead,6,16,August,2007,2007
64143,803587,0.9590000000000001,Chai,2007-08-04,Lead,6,16,August,2007,2007
64192,805133,2.99,Chai,2007-08-04,Lead,6,16,August,2007,2007
64241,813364,1.4680000000000002,Kannika,2007-08-11,Lead,6,16,August,2007,2007
64291,814488,1.584,Kannika,2007-08-11,Lead,6,16,August,2007,2007
64340,815587,3.945,Kannika,2007-08-11,Lead,6,16,August,2007,2007
64389,816650,1.685,Sakda,2007-08-11,Lead,6,16,August,2007,2007
64440,817777,3.7310000000000003,Sakda,2007-08-11,Lead,6,16,August,2007,2007
64490,818877,5.072,Sakda,2007-08-11,Lead,6,16,August,2007,2007
64540,788553,7.872999999999999,Boonsri,2007-08-23,Lead,6,16,August,2007,2007
64594,790063,6.324,Boonsri,2007-08-23,Lead,6,16,August,2007,2007
64648,791494,5.44,Boonsri,2007-08-23,Lead,6,16,August,2007,2007
64702,800662,8.883,Kohsoom,2007-08-25,Lead,6,16,August,2007,2007
64751,806456,2.2030000000000003,Somchair,2007-08-25,Lead,6,16,August,2007,2007
64801,807612,3.799,Busarakhan,2007-08-25,Lead,6,16,August,2007,2007
64830,801990,7.037000000000001,Chai,2007-08-29,Lead,6,16,August,2007,2007
64858,803627,5.693,Chai,2007-08-29,Lead,6,16,August,2007,2007
64885,805164,6.984,Chai,2007-08-29,Lead,6,16,August,2007,2007
64930,816705,3.3939999999999997,Sakda,2007-09-06,Lead,6,16,September,2007,2007
64984,817841,2.506,Sakda,2007-09-06,Lead,6,16,September,2007,2007
65036,818932,2.553,Sakda,2007-09-06,Lead,6,16,September,2007,2007
65090,802041,3.112,Chai,2007-09-12,Lead,6,16,September,2007,2007
65145,803687,3.3489999999999998,Chai,2007-09-12,Lead,6,16,September,2007,2007
65198,805215,3.092,Chai,2007-09-12,Lead,6,16,September,2007,2007
65251,788621,4.755,Boonsri,2007-09-20,Lead,6,16,September,2007,2007
65304,790131,5.303999999999999,Boonsri,2007-09-20,Lead,6,16,September,2007,2007
65357,791561,2.121,Boonsri,2007-09-20,Lead,6,16,September,2007,2007
65403,802091,6.609,Chai,2007-09-21,Lead,6,16,September,2007,2007
65443,803745,8.3,Chai,2007-09-21,Lead,6,16,September,2007,2007
65482,805265,4.33,Chai,2007-09-21,Lead,6,16,September,2007,2007
65529,800724,2.029,Kohsoom,2007-09-23,Lead,6,16,September,2007,2007
65578,806519,0.345,Somchair,2007-09-29,Lead,6,16,September,2007,2007
65632,807673,6.635,Busarakhan,2007-09-29,Lead,6,16,September,2007,2007
65685,813418,6.447,Kannika,2007-09-30,Lead,6,16,September,2007,2007
65739,814551,6.167999999999999,Kannika,2007-09-30,Lead,6,16,September,2007,2007
65791,815641,2.946,Kannika,2007-09-30,Lead,6,16,September,2007,2007
65841,802139,8.816,Chai,2007-10-07,Lead,6,16,October,2007,2007
65889,803802,4.72,Chai,2007-10-07,Lead,6,16,October,2007,2007
65936,805313,0.58,Chai,2007-10-07,Lead,6,16,October,2007,2007
65984,813475,3.089,Kannika,2007-10-13,Lead,6,16,October,2007,2007
66035,814616,0.44,Kannika,2007-10-13,Lead,6,16,October,2007,2007
66084,815699,2.573,Kannika,2007-10-13,Lead,6,16,October,2007,2007
66133,816761,2.8539999999999996,Sakda,2007-10-13,Lead,6,16,October,2007,2007
66183,817905,3.037,Sakda,2007-10-13,Lead,6,16,October,2007,2007
66231,818988,2.456,Sakda,2007-10-13,Lead,6,16,October,2007,2007
66282,788688,5.94,Boonsri,2007-10-25,Lead,6,16,October,2007,2007
66329,806585,6.364,Somchair,2007-10-26,Lead,6,16,October,2007,2007
66379,807739,4.61,Busarakhan,2007-10-26,Lead,6,17,October,2007,2007
